VIN (1-10),DOL Vehicle ID,Make,Model,Model Year
5YJXCAE4XK,180773281,TESLA,MODEL X,2019
1G1RB6S50H,147840570,CHEVROLET,VOLT,2017
5YJXCAE29G,209908611,TESLA,MODEL X,2016
JTMAB3FV1R,271180577,TOYOTA,RAV4 PRIME (PHEV),2024
2C4RC1L70P,270911854,CHRYSLER,PACIFICA,2023
1G1RE6E4XE,273729032,CHEVROLET,VOLT,2014
5YJXCDE22H,221631588,TESLA,MODEL X,2017
1G1FY6S05K,304556360,CHEVROLET,BOLT EV,2019
5YJ3E1EBXJ,243731365,TESLA,MODEL 3,2018
5YJ3E1EA1J,301656785,TESLA,MODEL 3,2018
5YJ3E1EBXK,171777077,TESLA,MODEL 3,2019
5YJSA1H27E,264727557,TESLA,MODEL S,2014
5UXTA6C09N,215026416,BMW,X5,2022
JA4T5VA92P,245639628,MITSUBISHI,OUTLANDER,2023
2C4RC1S72N,260943133,CHRYSLER,PACIFICA,2022
5YJ3E1EB1K,478385386,TESLA,MODEL 3,2019
KM8JBDD22R,254697250,HYUNDAI,TUCSON,2024
5YJ3E1EB4L,259135810,TESLA,MODEL 3,2020
WBY1Z4C56E,242260840,BMW,I3,2014
KNDJX3AE2G,274190759,KIA,SOUL,2016
2C4RC1S7XR,266706261,CHRYSLER,PACIFICA,2024
5UXTA6C07N,271598295,BMW,X5,2022
JTMFB3FV3N,217116756,TOYOTA,RAV4 PRIME (PHEV),2022
2C4RC1S77R,268419707,CHRYSLER,PACIFICA,2024
KNDCS3LF3R,258181605,KIA,NIRO,2024
1G1FZ6S00L,100571418,CHEVROLET,BOLT EV,2020
5UXTA6C0XN,213602224,BMW,X5,2022
WMWXP3C00M,131218237,MINI,HARDTOP,2021
5YJ3E1EB1J,474975322,TESLA,MODEL 3,2018
JTMAB3FV6P,256009904,TOYOTA,RAV4 PRIME (PHEV),2023
5UXTA6C07N,204639543,BMW,X5,2022
1G1FZ6S00K,252657233,CHEVROLET,BOLT EV,2019
KMHC75LJ3L,141450760,HYUNDAI,IONIQ,2020
5YJXCBE24L,113068273,TESLA,MODEL X,2020
5YJ3E1EB5K,230827348,TESLA,MODEL 3,2019
1G1FW6S09L,258268825,CHEVROLET,BOLT EV,2020
1G1FX6S01H,171328706,CHEVROLET,BOLT EV,2017
5UX43EU09S,270073772,BMW,X5,2025
1G1FY6S09K,260248054,CHEVROLET,BOLT EV,2019
1G1FZ6S05L,116555071,CHEVROLET,BOLT EV,2020
5YJ3E1EB4K,211150194,TESLA,MODEL 3,2019
KNDPYDDH7S,272588410,KIA,SPORTAGE,2025
5YJ3E1EC8L,4706502,TESLA,MODEL 3,2020
KNDPYDDH3R,272232817,KIA,SPORTAGE,2024
5YJ3E1EA1J,474276092,TESLA,MODEL 3,2018
WA1VAAGE6K,100679862,AUDI,E-TRON,2019
4JGFB4GB8S,279106012,MERCEDES-BENZ,GLE-CLASS,2025
1N4AZ0CP4E,225570173,NISSAN,LEAF,2014
1N4BZ0CP4H,126209695,NISSAN,LEAF,2017
KNDJP3AEXG,166020417,KIA,SOUL,2016
5YJ3E1EB9K,310910743,TESLA,MODEL 3,2019
KNDPYDDH6S,280428879,KIA,SPORTAGE,2025
5YJYGDEE7L,113562620,TESLA,MODEL Y,2020
5UXTA6C04P,238220601,BMW,X5,2023
KNDRMDLH2R,257860137,KIA,SORENTO,2024
1N4AZ1CP7K,446971423,NISSAN,LEAF,2019
1N4BZ1DP1L,256161034,NISSAN,LEAF,2020
YV4H60RM0S,273609339,VOLVO,XC60,2025
KNDRMDLH8P,251762633,KIA,SORENTO,2023
WA1LAAGE1K,256085798,AUDI,E-TRON,2019
KNDJX3AE7G,148905543,KIA,SOUL,2016
JTMAB3FV4M,177562976,TOYOTA,RAV4 PRIME (PHEV),2021
JTJHKCFZ5S,267765585,LEXUS,NX,2025
JTMAB3FV0M,183195561,TOYOTA,RAV4 PRIME (PHEV),2021
1N4AZ1CP1K,257781219,NISSAN,LEAF,2019
1G1FW6S04J,253474336,CHEVROLET,BOLT EV,2018
JTMFB3FVXR,260529342,TOYOTA,RAV4 PRIME (PHEV),2024
WMEEJ9AA1E,245721017,SMART,FORTWO ELECTRIC DRIVE,2014
YV4H60RC8S,272978996,VOLVO,XC60,2025
WBY7Z2C59J,174416945,BMW,I3,2018
5YJ3E1EB0L,127523182,TESLA,MODEL 3,2020
5YJ3E1EA9J,194084747,TESLA,MODEL 3,2018
2C4RC1S7XS,275906032,CHRYSLER,PACIFICA,2025
5UXTA6C03N,209660223,BMW,X5,2022
5UX43EU07R,252223744,BMW,X5,2024
KL8CL6S09G,478627558,CHEVROLET,SPARK,2016
1G1RB6E41E,254458480,CHEVROLET,VOLT,2014
5YJ3E1EB5L,6127915,TESLA,MODEL 3,2020
2C4RC1S72M,169686828,CHRYSLER,PACIFICA,2021
5YJ3E1EA8K,474818893,TESLA,MODEL 3,2019
5YJ3E1EA8J,139141992,TESLA,MODEL 3,2018
5YJYGDEF7L,123946308,TESLA,MODEL Y,2020
KM8JFDD29R,262348509,HYUNDAI,TUCSON,2024
5YJ3E1EA5L,3417683,TESLA,MODEL 3,2020
KM8JFDA20P,252031356,HYUNDAI,TUCSON,2023
1N4BZ0CPXG,106131371,NISSAN,LEAF,2016
JTMFB3FV3R,272111325,TOYOTA,RAV4 PRIME (PHEV),2024
5UX43EU02R,259932676,BMW,X5,2024
5YJYGDEE9L,114738186,TESLA,MODEL Y,2020
JHMZC5F37J,203630283,HONDA,CLARITY,2018
5YJRE1A11A,149731004,TESLA,ROADSTER,2010
KNDPYDDH8R,266723593,KIA,SPORTAGE,2024
5YJYGDEE1L,126044187,TESLA,MODEL Y,2020
WA1AAAGE0M,144077832,AUDI,E-TRON,2021
5YJ3E1EB1J,330770093,TESLA,MODEL 3,2018
1G1RD6E47C,238148900,CHEVROLET,VOLT,2012
JTMFB3FVXS,277045317,TOYOTA,RAV4 PRIME (PHEV),2025
5YJ3E1EB5K,477410034,TESLA,MODEL 3,2019
5UXTA6C08M,278329271,BMW,X5,2021
5YJ3E1EC4L,267564146,TESLA,MODEL 3,2020
WVWPR7AU5K,3520786,VOLKSWAGEN,E-GOLF,2019
5YJ3E1EB9K,476957519,TESLA,MODEL 3,2019
1G1RA6E48D,140899076,CHEVROLET,VOLT,2013
5YJXCBE20G,349687859,TESLA,MODEL X,2016
5YJSA1E20J,474274496,TESLA,MODEL S,2018
1G1RD6E45C,229574313,CHEVROLET,VOLT,2012
5YJ3E1EB2J,219023402,TESLA,MODEL 3,2018
5YJ3E1ECXL,122082957,TESLA,MODEL 3,2020
JA4T5UA9XP,250977478,MITSUBISHI,OUTLANDER,2023
5YJ3E1EBXJ,224612489,TESLA,MODEL 3,2018
JTMFB3FV6P,245860408,TOYOTA,RAV4 PRIME (PHEV),2023
KNDPZDAH1P,252894477,KIA,SPORTAGE,2023
1G1RD6S50H,9171522,CHEVROLET,VOLT,2017
5YJXCAE49G,279311231,TESLA,MODEL X,2016
ZACPDFDW1R,272953026,DODGE,HORNET,2024
YV4H60RD4S,274045418,VOLVO,XC60,2025
3C3CFFGE1H,120633782,FIAT,500,2017
5YJXCBE25G,203238094,TESLA,MODEL X,2016
5YJSA1E27F,271883062,TESLA,MODEL S,2015
JTMFB3FV7P,269361361,TOYOTA,RAV4 PRIME (PHEV),2023
1N4BZ0CPXH,347930103,NISSAN,LEAF,2017
JTMFB3FVXR,276177660,TOYOTA,RAV4 PRIME (PHEV),2024
1N4AZ0CP0G,218643295,NISSAN,LEAF,2016
JTMEB3FV3S,280535804,TOYOTA,RAV4 PRIME (PHEV),2025
WVWPR7AUXK,8988542,VOLKSWAGEN,E-GOLF,2019
1N4AZ0CP8F,102978081,NISSAN,LEAF,2015
5YJXCAE42L,8891067,TESLA,MODEL X,2020
WVWKP7AU2G,101390768,VOLKSWAGEN,E-GOLF,2016
JTMEB3FV9R,269947604,TOYOTA,RAV4 PRIME (PHEV),2024
5YJSA1E26J,350258926,TESLA,MODEL S,2018
1G1FY6S08L,256440684,CHEVROLET,BOLT EV,2020
WBY1Z8C53H,268448995,BMW,I3,2017
5YJXCAE27H,204721555,TESLA,MODEL X,2017
1N4AZ0CP9E,289395991,NISSAN,LEAF,2014
JTMAB3FV8M,150723772,TOYOTA,RAV4 PRIME (PHEV),2021
5YJSA1CG8D,119358872,TESLA,MODEL S,2013
1G1RA6S58H,139689847,CHEVROLET,VOLT,2017
1G1FZ6S0XL,270006229,CHEVROLET,BOLT EV,2020
5YJSA1E24J,475820859,TESLA,MODEL S,2018
WA1VAAGE8K,477309276,AUDI,E-TRON,2019
5YJXCAE44L,132344348,TESLA,MODEL X,2020
5YJSA1E10F,297393855,TESLA,MODEL S,2015
1N4AZ0CP6D,268494299,NISSAN,LEAF,2013
5YJ3E1EB7L,127098191,TESLA,MODEL 3,2020
1N4BZ0CP9H,264286424,NISSAN,LEAF,2017
WMEFJ9BAXJ,272529113,SMART,EQ FORTWO,2018
1G1FY6S07L,141747840,CHEVROLET,BOLT EV,2020
1N4BZ0CP6G,211830027,NISSAN,LEAF,2016
5YJ3E1EB8L,195212160,TESLA,MODEL 3,2020
JTMFB3FV7S,276860608,TOYOTA,RAV4 PRIME (PHEV),2025
W1NKM5GB4S,274607000,MERCEDES-BENZ,GLC-CLASS,2025
1N4BZ0CP9G,129381234,NISSAN,LEAF,2016
1FMCU0EZ1N,216538353,FORD,ESCAPE,2022
5UXTA6C0XN,203382749,BMW,X5,2022
SAL1L9E44S,278331189,LAND ROVER,RANGE ROVER SPORT,2025
SALKP9F47S,281887168,LAND ROVER,RANGE ROVER,2025
1G1FW6S06H,132227280,CHEVROLET,BOLT EV,2017
2C4RC1L79N,264611875,CHRYSLER,PACIFICA,2022
KNDCE3LG8L,108832825,KIA,NIRO,2020
5YJ3E1EB6K,323938737,TESLA,MODEL 3,2019
JA4T5WA96S,282302674,MITSUBISHI,OUTLANDER,2025
KNDPYDAH2P,257348941,KIA,SPORTAGE,2023
WBY8P2C54K,193907332,BMW,I3,2019
5YJ3E1EA5K,166526839,TESLA,MODEL 3,2019
5YJYGDEE9L,272528007,TESLA,MODEL Y,2020
1G1RF6E49E,186237159,CHEVROLET,VOLT,2014
JN1AZ0CP6C,250994733,NISSAN,LEAF,2012
1G1RH6E42D,117360057,CHEVROLET,VOLT,2013
WA1VAAGE2K,477738586,AUDI,E-TRON,2019
1G1FX6S01H,195469319,CHEVROLET,BOLT EV,2017
5YJ3E1EA9J,179477539,TESLA,MODEL 3,2018
1FMCU0E16P,251845093,FORD,ESCAPE,2023
5YJ3E1EB9J,264338224,TESLA,MODEL 3,2018
5YJ3E1EA3L,272181983,TESLA,MODEL 3,2020
1FMCU0E14P,255115717,FORD,ESCAPE,2023
1N4BZ1CP4K,2384007,NISSAN,LEAF,2019
JA4T5WA97S,280578896,MITSUBISHI,OUTLANDER,2025
JA4T5VA98P,257555987,MITSUBISHI,OUTLANDER,2023
5UX43EU02S,279952557,BMW,X5,2025
5YJ3E1EA0K,265866457,TESLA,MODEL 3,2019
5YJ3E1EB9L,127369511,TESLA,MODEL 3,2020
1G1RA6E4XE,164564053,CHEVROLET,VOLT,2014
YV4H600L4N,202271737,VOLVO,XC90,2022
5YJ3E1EBXL,211426750,TESLA,MODEL 3,2020
5YJ3E1EB6J,474684381,TESLA,MODEL 3,2018
1G1FX6S0XJ,476130294,CHEVROLET,BOLT EV,2018
5YJXCAE26J,137878884,TESLA,MODEL X,2018
5YJ3E1EB0K,175325475,TESLA,MODEL 3,2019
WMEEJ9AA4E,205680051,SMART,FORTWO ELECTRIC DRIVE,2014
SAL119F42R,269980063,LAND ROVER,RANGE ROVER SPORT,2024
1N4BZ1CP1K,339223762,NISSAN,LEAF,2019
2C4RC1S72P,257102709,CHRYSLER,PACIFICA,2023
1FADP3R42D,106654600,FORD,FOCUS,2013
5UXTA6C0XM,203929260,BMW,X5,2021
JTMFB3FV4R,268939093,TOYOTA,RAV4 PRIME (PHEV),2024
1G1RA6E44F,276929082,CHEVROLET,VOLT,2015
1N4BZ0CP9G,139500119,NISSAN,LEAF,2016
JTMFB3FV1P,267529090,TOYOTA,RAV4 PRIME (PHEV),2023
1G1RD6E41E,225288983,CHEVROLET,VOLT,2014
5YJ3E1EBXK,315002488,TESLA,MODEL 3,2019
5YJ3E1EC8L,107070638,TESLA,MODEL 3,2020
1N4AZ0CP5D,192086107,NISSAN,LEAF,2013
5YJ3E1EA2J,233630820,TESLA,MODEL 3,2018
1G1RC6S54H,476910199,CHEVROLET,VOLT,2017
JTDACACU2R,275533401,TOYOTA,PRIUS PRIME (PHEV),2024
JTMEB3FV0R,276006160,TOYOTA,RAV4 PRIME (PHEV),2024
5UX43EU00S,278641632,BMW,X5,2025
1N4AZ1CP2J,169715164,NISSAN,LEAF,2018
5YJ3E1EA2J,207068060,TESLA,MODEL 3,2018
5YJ3E1EB3J,273121285,TESLA,MODEL 3,2018
5YJ3E1EA8J,135674787,TESLA,MODEL 3,2018
5YJ3E1EC0L,135278874,TESLA,MODEL 3,2020
JTMEB3FVXM,220685881,TOYOTA,RAV4 PRIME (PHEV),2021
JTJCJMGA0R,262427441,LEXUS,RX,2024
KNDPZDAH3P,256244684,KIA,SPORTAGE,2023
1FADP3R48F,227597212,FORD,FOCUS,2015
1G1RC6E43C,181127180,CHEVROLET,VOLT,2012
5YJ3E1EB8K,241518938,TESLA,MODEL 3,2019
1N4AZ1CP2J,131509066,NISSAN,LEAF,2018
JTJCJMGA4R,271915059,LEXUS,RX,2024
ZACPDFDW4R,277581552,DODGE,HORNET,2024
YV4H60DM4R,261419847,VOLVO,XC60,2024
5YJSA1E21G,260727050,TESLA,MODEL S,2016
YV4H60DL1R,255245217,VOLVO,XC60,2024
1G1RA6S51H,107010921,CHEVROLET,VOLT,2017
1G1RB6E45C,276496664,CHEVROLET,VOLT,2012
1G1FZ6S01L,271231313,CHEVROLET,BOLT EV,2020
5YJSA1E26F,475922940,TESLA,MODEL S,2015
5YJ3E1EC3L,271988524,TESLA,MODEL 3,2020
5YJSA1E20L,8078157,TESLA,MODEL S,2020
5UXTA6C07P,275117930,BMW,X5,2023
5YJSA1E26G,181920308,TESLA,MODEL S,2016
1G1RC6S52G,476530813,CHEVROLET,VOLT,2016
2C4RC1L7XM,269779226,CHRYSLER,PACIFICA,2021
1N4AZ0CP3F,221178443,NISSAN,LEAF,2015
5UXTA6C06M,271957591,BMW,X5,2021
1FMCU0E17S,277622187,FORD,ESCAPE,2025
1N4AZ0CP9D,4183987,NISSAN,LEAF,2013
5YJXCDE25L,107297060,TESLA,MODEL X,2020
5YJ3E1EA9K,274103875,TESLA,MODEL 3,2019
WBY1Z8C37H,6090906,BMW,I3,2017
WVWPP7AU6F,235544711,VOLKSWAGEN,E-GOLF,2015
KNDPZDDH6R,281722990,KIA,SPORTAGE,2024
1N4AZ0CPXF,175456284,NISSAN,LEAF,2015
JTMEB3FV4M,190381705,TOYOTA,RAV4 PRIME (PHEV),2021
YV4H60CE1R,267447568,VOLVO,XC90,2024
1G1RH6E44D,8588219,CHEVROLET,VOLT,2013
1N4BZ1CP7K,112443026,NISSAN,LEAF,2019
1G1RD6E43C,128284579,CHEVROLET,VOLT,2012
5YJSA1E28F,190181995,TESLA,MODEL S,2015
5YJ3E1EA3J,249566488,TESLA,MODEL 3,2018
5YJYGDEF0L,112326028,TESLA,MODEL Y,2020
5UXTA6C02M,278544283,BMW,X5,2021
5UXTA6C02P,227840693,BMW,X5,2023
1G1FW6S03H,195265458,CHEVROLET,BOLT EV,2017
5YJ3E1EA8K,476281494,TESLA,MODEL 3,2019
5YJ3E1EB8J,224580247,TESLA,MODEL 3,2018
5YJ3E1EB3J,474395575,TESLA,MODEL 3,2018
WBY8P4C51K,219325963,BMW,I3,2019
WP1AA2XA4R,273290300,PORSCHE,MACAN,2024
WMEFJ9BA9J,8913502,SMART,EQ FORTWO,2018
1G1FZ6S01L,274237526,CHEVROLET,BOLT EV,2020
1N4BZ1CP1K,6127383,NISSAN,LEAF,2019
JA4T5WA99S,278421391,MITSUBISHI,OUTLANDER,2025
1G1RA6S5XH,184570816,CHEVROLET,VOLT,2017
5YJ3E1EC5L,124604735,TESLA,MODEL 3,2020
WBY1Z8C55H,214982162,BMW,I3,2017
1N4BZ0CP0H,9151159,NISSAN,LEAF,2017
2C4RC1N70J,225842466,CHRYSLER,PACIFICA,2018
1N4AZ0CP1F,198596807,NISSAN,LEAF,2015
1N4BZ0CP0G,248962682,NISSAN,LEAF,2016
KNDCS3LF7S,279300976,KIA,NIRO,2025
5YJ3E1EB5J,322223380,TESLA,MODEL 3,2018
5YJXCAE21L,255315749,TESLA,MODEL X,2020
1G1FW6S01H,259715844,CHEVROLET,BOLT EV,2017
1N4BZ1CP9K,276180789,NISSAN,LEAF,2019
1N4AZ1CPXJ,172368122,NISSAN,LEAF,2018
1N4AZ0CP9F,215928891,NISSAN,LEAF,2015
5YJ3E1EB5K,271174137,TESLA,MODEL 3,2019
5YJYGDEE2L,275715212,TESLA,MODEL Y,2020
JTMAB3FV7R,268901335,TOYOTA,RAV4 PRIME (PHEV),2024
5YJXCAE20J,474487282,TESLA,MODEL X,2018
WA1AAAGE3M,272095162,AUDI,E-TRON,2021
1G1FX6S05J,154339265,CHEVROLET,BOLT EV,2018
5YJ3E1ECXL,272887233,TESLA,MODEL 3,2020
WVWPR7AUXJ,178950936,VOLKSWAGEN,E-GOLF,2018
1G1FX6S08H,278483243,CHEVROLET,BOLT EV,2017
JTMFB3FV9M,276699174,TOYOTA,RAV4 PRIME (PHEV),2021
5YJ3E1EA5K,135063526,TESLA,MODEL 3,2019
1G1RH6E43D,218525891,CHEVROLET,VOLT,2013
5YJYGDEE7L,125956659,TESLA,MODEL Y,2020
5YJXCBE43H,280694697,TESLA,MODEL X,2017
1G1FY6S02L,124691262,CHEVROLET,BOLT EV,2020
5YJSA1E10H,264610419,TESLA,MODEL S,2017
5YJYGDEE2L,259684967,TESLA,MODEL Y,2020
5YJ3E1EA5J,288277657,TESLA,MODEL 3,2018
5UXTA6C07N,198726608,BMW,X5,2022
5UXTA6C05P,218066985,BMW,X5,2023
5UXTA6C04P,281427268,BMW,X5,2023
5YJYGDEF1L,132730125,TESLA,MODEL Y,2020
5YJXCBE24J,104975398,TESLA,MODEL X,2018
5YJ3E1EA1J,227241521,TESLA,MODEL 3,2018
1G1FX6S09H,132700319,CHEVROLET,BOLT EV,2017
JTMFB3FV6S,277442042,TOYOTA,RAV4 PRIME (PHEV),2025
5YJSA1H23F,261746222,TESLA,MODEL S,2015
JN1AZ0CP4C,140701837,NISSAN,LEAF,2012
1G1RA6S5XH,230568677,CHEVROLET,VOLT,2017
1G1FY6S01K,258764075,CHEVROLET,BOLT EV,2019
JTDACACU1R,261262837,TOYOTA,PRIUS PRIME (PHEV),2024
1N4BZ0CP0H,189605020,NISSAN,LEAF,2017
KNDPZDAH8P,258262133,KIA,SPORTAGE,2023
JTMAB3FV4M,269762132,TOYOTA,RAV4 PRIME (PHEV),2021
JTDACACU6R,274822019,TOYOTA,PRIUS PRIME (PHEV),2024
KNDJX3AE1G,349595291,KIA,SOUL,2016
JTJHKCFZ1R,261617303,LEXUS,NX,2024
JTJKKCFZ7S,277906247,LEXUS,NX,2025
WA1VABGE8K,229414902,AUDI,E-TRON,2019
5YJYGDEEXL,172227268,TESLA,MODEL Y,2020
1G1RA6E41C,223549448,CHEVROLET,VOLT,2012
KNDCS3LF2P,251645257,KIA,NIRO,2023
WA1LAAGE4M,150998690,AUDI,E-TRON,2021
1FMCU0EZ9N,194995888,FORD,ESCAPE,2022
JTMAB3FV8N,280876431,TOYOTA,RAV4 PRIME (PHEV),2022
5TDACAC6XS,281921356,LEXUS,TX,2025
5UXTA6C05N,192637280,BMW,X5,2022
2C4RC1S77R,279047443,CHRYSLER,PACIFICA,2024
YV4H60DN2P,244571099,VOLVO,XC60,2023
5YJ3E1EA2K,196579862,TESLA,MODEL 3,2019
1N4AZ0CP1E,272318847,NISSAN,LEAF,2014
5YJSA1E23H,196581178,TESLA,MODEL S,2017
JTMAB3FV1P,262550228,TOYOTA,RAV4 PRIME (PHEV),2023
1G1FW6S0XJ,272392767,CHEVROLET,BOLT EV,2018
5YJYGDEE2L,115421225,TESLA,MODEL Y,2020
JHMZC5F3XJ,269812238,HONDA,CLARITY,2018
1N4AZ1CPXK,478423396,NISSAN,LEAF,2019
JTMAB3FV5P,257526286,TOYOTA,RAV4 PRIME (PHEV),2023
5YJYGDEEXL,201976421,TESLA,MODEL Y,2020
5YJ3E1EB1J,475926426,TESLA,MODEL 3,2018
JTMFB3FV2R,272386425,TOYOTA,RAV4 PRIME (PHEV),2024
5YJ3E1EBXK,127313952,TESLA,MODEL 3,2019
5YJ3E1EC9L,111479637,TESLA,MODEL 3,2020
5YJYGDEE5L,112216968,TESLA,MODEL Y,2020
5YJ3E1EB0J,334054199,TESLA,MODEL 3,2018
5YJ3E1EB5K,478047769,TESLA,MODEL 3,2019
5YJSA1DN9D,475812403,TESLA,MODEL S,2013
1N4BZ0CP1H,202027633,NISSAN,LEAF,2017
1G1RB6S53H,119406192,CHEVROLET,VOLT,2017
1G1RC6E47F,238110449,CHEVROLET,VOLT,2015
KM8JBDD27R,272723097,HYUNDAI,TUCSON,2024
1N4BZ1CPXK,231090324,NISSAN,LEAF,2019
ZACPDFDW5R,271864365,DODGE,HORNET,2024
5YJSA1H40F,142606215,TESLA,MODEL S,2015
5YJXCBE23G,176759838,TESLA,MODEL X,2016
5YJ3E1EB3K,108814303,TESLA,MODEL 3,2019
5YJ3E1EB6K,226034189,TESLA,MODEL 3,2019
1G1RD6S50H,3595931,CHEVROLET,VOLT,2017
WVWPP7AU4G,150341663,VOLKSWAGEN,E-GOLF,2016
KNDPZDDH3R,264506483,KIA,SPORTAGE,2024
KNDCC3LG2L,267337633,KIA,NIRO,2020
JTMCB3FV3R,270187480,TOYOTA,RAV4 PRIME (PHEV),2024
KM8S7DA25P,255351953,HYUNDAI,SANTA FE,2023
5YJ3E1EB1K,218177123,TESLA,MODEL 3,2019
1N4BZ0CP2G,268098127,NISSAN,LEAF,2016
1G1FY6S09L,113152553,CHEVROLET,BOLT EV,2020
KNDCE3LG5K,219877612,KIA,NIRO,2019
5YJ3E1EA2K,241662662,TESLA,MODEL 3,2019
5YJSA1E29G,276773521,TESLA,MODEL S,2016
1G1FZ6S07K,9836284,CHEVROLET,BOLT EV,2019
1N4BZ1CP7K,4751155,NISSAN,LEAF,2019
5YJ3E1EB5J,274910212,TESLA,MODEL 3,2018
5YJXCAE24G,120623296,TESLA,MODEL X,2016
1G1RF6E4XD,165553083,CHEVROLET,VOLT,2013
1N4AZ1CP1K,7958149,NISSAN,LEAF,2019
KM8S7DA23P,233715870,HYUNDAI,SANTA FE,2023
JTMEB3FV5M,161753098,TOYOTA,RAV4 PRIME (PHEV),2021
1G1FZ6S03L,261847106,CHEVROLET,BOLT EV,2020
5YJYGDEEXL,112486454,TESLA,MODEL Y,2020
JHMZC5F35J,236382968,HONDA,CLARITY,2018
1N4AZ0CP9D,113116552,NISSAN,LEAF,2013
WBY1Z4C59G,250683779,BMW,I3,2016
1G1FX6S04J,194358027,CHEVROLET,BOLT EV,2018
5YJ3E1EA0J,235202838,TESLA,MODEL 3,2018
5YJXCBE29K,294468807,TESLA,MODEL X,2019
5YJ3E1EA4J,474652125,TESLA,MODEL 3,2018
1N4AZ0CPXG,217081910,NISSAN,LEAF,2016
1N4AZ0CPXD,306497838,NISSAN,LEAF,2013
5YJ3E1EB1L,124380035,TESLA,MODEL 3,2020
1N4BZ0CP8G,180529072,NISSAN,LEAF,2016
5YJ3E1EB9K,181174409,TESLA,MODEL 3,2019
KNDRMDLH2R,262602448,KIA,SORENTO,2024
5UX43EU02R,276501270,BMW,X5,2024
5YJ3E1EBBJ,221259888,TESLA,MODEL 3,2018
2C4RC1S71P,273711245,CHRYSLER,PACIFICA,2023
5YJ3E1EB0K,192870317,TESLA,MODEL 3,2019
5YJ3E1EB8K,223492909,TESLA,MODEL 3,2019
1FMCU0KZ6N,219143011,FORD,ESCAPE,2022
5YJ3E1EBXK,278028159,TESLA,MODEL 3,2019
5YJ3E1EB9L,277531824,TESLA,MODEL 3,2020
5YJ3E1EA1K,277540112,TESLA,MODEL 3,2019
1N4AZ1CP3K,101104097,NISSAN,LEAF,2019
1N4AZ0CP8F,208040367,NISSAN,LEAF,2015
5YJ3E1EB0J,195642177,TESLA,MODEL 3,2018
YV1H60EP9R,268894615,VOLVO,V60,2024
1G1RD6E48D,245642253,CHEVROLET,VOLT,2013
WMEEJ9AA6F,152161460,SMART,FORTWO ELECTRIC DRIVE,2015
KNDRMDJH5S,278583602,KIA,SORENTO,2025
JTDACACU5R,262430829,TOYOTA,PRIUS PRIME (PHEV),2024
1N4AZ0CP5E,209065839,NISSAN,LEAF,2014
1N4AZ0CP1D,215649059,NISSAN,LEAF,2013
5YJ3E1EA1K,2644715,TESLA,MODEL 3,2019
5YJSA1E28J,225822033,TESLA,MODEL S,2018
1N4BZ0CP8G,7906048,NISSAN,LEAF,2016
5YJSA1E26H,349848509,TESLA,MODEL S,2017
5UXTA6C06N,194050671,BMW,X5,2022
5YJSA1E47G,103300704,TESLA,MODEL S,2016
5UX43EU08S,277967042,BMW,X5,2025
5YJSA1E43G,124491342,TESLA,MODEL S,2016
2C4RC1N7XM,209544856,CHRYSLER,PACIFICA,2021
KNDPYDDH7R,273983895,KIA,SPORTAGE,2024
KNDPZDDH9S,277039108,KIA,SPORTAGE,2025
5YJ3E1EA5K,336725168,TESLA,MODEL 3,2019
1G1RD6E49C,214259650,CHEVROLET,VOLT,2012
LPSED3KAXM,274266730,POLESTAR,PS2,2021
1N4AZ1CP6J,124705402,NISSAN,LEAF,2018
1G1RD6E45D,186294272,CHEVROLET,VOLT,2013
5YJ3E1EB4L,8424384,TESLA,MODEL 3,2020
JTMAB3FV2P,240609799,TOYOTA,RAV4 PRIME (PHEV),2023
5YJSA1E25G,107700386,TESLA,MODEL S,2016
1N4BZ1CP2K,139902549,NISSAN,LEAF,2019
1N4AZ0CP3D,100945274,NISSAN,LEAF,2013
5YJ3E1EB3K,270145963,TESLA,MODEL 3,2019
JHMZC5F37K,263289750,HONDA,CLARITY,2019
1N4AZ0CP9F,240874546,NISSAN,LEAF,2015
KNDPYDDH9S,278815869,KIA,SPORTAGE,2025
JTMEB3FV3N,235809864,TOYOTA,RAV4 PRIME (PHEV),2022
3C3CFFGE4G,280170677,FIAT,500,2016
5YJ3E1EA1L,107130376,TESLA,MODEL 3,2020
1G1FW6S03L,151061494,CHEVROLET,BOLT EV,2020
1N4AZ0CP0F,262243208,NISSAN,LEAF,2015
1G1FW6S08J,349412038,CHEVROLET,BOLT EV,2018
KNDCC3LG7K,2254948,KIA,NIRO,2019
1N4BZ0CP4H,133831386,NISSAN,LEAF,2017
1N4BZ0CP4G,136098819,NISSAN,LEAF,2016
1G1FZ6S01K,276755230,CHEVROLET,BOLT EV,2019
JTMFB3FV2S,281321036,TOYOTA,RAV4 PRIME (PHEV),2025
5YJXCBE27H,189913020,TESLA,MODEL X,2017
5UX43EU07S,268205178,BMW,X5,2025
5YJ3E1EB8J,257789626,TESLA,MODEL 3,2018
1N4AZ0CP2F,139709664,NISSAN,LEAF,2015
1G1RB6E46C,125247027,CHEVROLET,VOLT,2012
YV4H60DL9N,204910513,VOLVO,XC60,2022
YV4H60DM9P,230994536,VOLVO,XC60,2023
1G1FX6S02J,230108798,CHEVROLET,BOLT EV,2018
1G1RD6E4XF,296859888,CHEVROLET,VOLT,2015
5YJSA1CP0D,168536847,TESLA,MODEL S,2013
