VIN (1-10),DOL Vehicle ID,Make,Model,Model Year
JTMEB3FV8S,280266605,TOYOTA,RAV4 PRIME (PHEV),2025
1N4BZ0CP5G,264607234,NISSAN,LEAF,2016
1N4AZ1CP2J,345835829,NISSAN,LEAF,2018
5YJSA1H20F,230841852,TESLA,MODEL S,2015
WBY8P4C52K,207142106,BMW,I3,2019
5YJXCDE29H,276232876,TESLA,MODEL X,2017
JTMAB3FV9M,145510816,TOYOTA,RAV4 PRIME (PHEV),2021
1G1FZ6S01L,152310840,CHEVROLET,BOLT EV,2020
5YJ3E1EA6L,4909614,TESLA,MODEL 3,2020
1N4AZ0CP9F,142822711,NISSAN,LEAF,2015
1G1RB6E45D,203109497,CHEVROLET,VOLT,2013
WMWXP3C08M,120459510,MINI,HARDTOP,2021
1G1FW6S05J,305691221,CHEVROLET,BOLT EV,2018
5YJXCDE29J,274486453,TESLA,MODEL X,2018
2C4RC1S77P,260336464,CHRYSLER,PACIFICA,2023
1G1RC6S5XJ,161730754,CHEVROLET,VOLT,2018
5YJ3E1EB4J,347414196,TESLA,MODEL 3,2018
YV4H60JF1S,276476980,VOLVO,XC90,2025
5YJXCBE20H,178908005,TESLA,MODEL X,2017
5YJXCDE2XJ,118198174,TESLA,MODEL X,2018
1G1FZ6S07L,127244722,CHEVROLET,BOLT EV,2020
1G1FY6S03K,262020209,CHEVROLET,BOLT EV,2019
1FADP3R47D,152699025,FORD,FOCUS,2013
3C3CFFGEXG,260473587,FIAT,500,2016
1N4AZ1CP0J,195543729,NISSAN,LEAF,2018
1G1FZ6S05L,273711077,CHEVROLET,BOLT EV,2020
JTMAB3FV7R,279889893,TOYOTA,RAV4 PRIME (PHEV),2024
1G1FY6S07L,257468403,CHEVROLET,BOLT EV,2020
WA1VABGE9K,477825337,AUDI,E-TRON,2019
1N4AZ0CP8D,180760303,NISSAN,LEAF,2013
4JGFB4GB0S,279329095,MERCEDES-BENZ,GLE-CLASS,2025
YV4H60CE6R,273897424,VOLVO,XC90,2024
1G1FZ6S04K,251850161,CHEVROLET,BOLT EV,2019
3C3CFFGE1F,206898604,FIAT,500,2015
5YJSA1H23F,229847649,TESLA,MODEL S,2015
5UX43EU04S,272348576,BMW,X5,2025
5YJ3E1EA7J,476469514,TESLA,MODEL 3,2018
JTMEB3FV0R,272083339,TOYOTA,RAV4 PRIME (PHEV),2024
KNDCR3LF2P,238238549,KIA,NIRO,2023
KNDPZDDH3R,274011874,KIA,SPORTAGE,2024
1N4AZ1CP0J,241754026,NISSAN,LEAF,2018
WVWPP7AU0G,273578931,VOLKSWAGEN,E-GOLF,2016
1G1FW6S06J,242587089,CHEVROLET,BOLT EV,2018
5YJ3E1EA6J,298470168,TESLA,MODEL 3,2018
KNDPYDAH9P,238968376,KIA,SPORTAGE,2023
1FADP3R49H,161726582,FORD,FOCUS,2017
1N4AZ1CP0K,284645574,NISSAN,LEAF,2019
KM8K33AG2K,316835067,HYUNDAI,KONA,2019
WP0AB2Y12L,138117717,PORSCHE,TAYCAN,2020
5YJSA1S1XE,104761296,TESLA,MODEL S,2014
5YJXCBE20H,133643632,TESLA,MODEL X,2017
5YJSA1E21L,113106465,TESLA,MODEL S,2020
5YJ3E1EA4J,261178326,TESLA,MODEL 3,2018
5YJ3E1EB4J,328563875,TESLA,MODEL 3,2018
2C4RC1N74R,277166277,CHRYSLER,PACIFICA,2024
KNDCE3LG1K,242231356,KIA,NIRO,2019
5YJ3E1EB6L,272563798,TESLA,MODEL 3,2020
KNDPYDAH6P,233333404,KIA,SPORTAGE,2023
YV1H60EP6R,254450437,VOLVO,V60,2024
1G1RA6S59H,207858227,CHEVROLET,VOLT,2017
KNDCE3LG5L,175850524,KIA,NIRO,2020
1G1FX6S01K,277676955,CHEVROLET,BOLT EV,2019
5YJXCBE24L,235497797,TESLA,MODEL X,2020
5YJSA1E24G,240414912,TESLA,MODEL S,2016
5YJSA1CNXD,172878702,TESLA,MODEL S,2013
5YJYGDEF5L,219715471,TESLA,MODEL Y,2020
5YJRE1A12A,247358450,TESLA,ROADSTER,2010
5UX43EU01R,260720995,BMW,X5,2024
1G1RB6E4XF,257068570,CHEVROLET,VOLT,2015
1G1FX6S02H,124429686,CHEVROLET,BOLT EV,2017
1N4AZ1CP2K,233819736,NISSAN,LEAF,2019
5YJ3E1EB8L,124665446,TESLA,MODEL 3,2020
WBY1Z2C50F,116456931,BMW,I3,2015
5YJ3E1EA4K,476826521,TESLA,MODEL 3,2019
1G1RC6S55H,9108767,CHEVROLET,VOLT,2017
JTMEB3FVXS,281399436,TOYOTA,RAV4 PRIME (PHEV),2025
KNDCC3LG8L,192634242,KIA,NIRO,2020
5YJ3E1EA1K,330807480,TESLA,MODEL 3,2019
KNDCS3LF2P,221527820,KIA,NIRO,2023
JN1AZ0CP1B,290658966,NISSAN,LEAF,2011
5YJ3E1EA0J,474789794,TESLA,MODEL 3,2018
WVWPP7AU7G,335500196,VOLKSWAGEN,E-GOLF,2016
5YJSA1E48G,109860572,TESLA,MODEL S,2016
5YJ3E1EB8K,245399045,TESLA,MODEL 3,2019
5YJ3E1EB3J,273607617,TESLA,MODEL 3,2018
1G1RH6E48C,218578531,CHEVROLET,VOLT,2012
KNDPYDAH8P,258950590,KIA,SPORTAGE,2023
1N4BZ0CP2G,143723002,NISSAN,LEAF,2016
5YJSA1H27F,132370724,TESLA,MODEL S,2015
5YJ3E1EA5L,128514494,TESLA,MODEL 3,2020
5YJ3E1EA6J,239362266,TESLA,MODEL 3,2018
1G1FZ6S05L,123611477,CHEVROLET,BOLT EV,2020
5YJ3E1EA4J,216653167,TESLA,MODEL 3,2018
5YJXCBE28G,260863109,TESLA,MODEL X,2016
1G1RC6S54H,137249332,CHEVROLET,VOLT,2017
5YJXCDE45J,279350291,TESLA,MODEL X,2018
5YJSA1E2XH,220410802,TESLA,MODEL S,2017
5UX43EU05S,276550102,BMW,X5,2025
WA1VAAGE6K,256365756,AUDI,E-TRON,2019
1G1FX6S02H,169732552,CHEVROLET,BOLT EV,2017
KNDCR3LF8P,229390234,KIA,NIRO,2023
5YJXCDE28K,5001370,TESLA,MODEL X,2019
1G1FW6S07H,136730863,CHEVROLET,BOLT EV,2017
KNDPZDDH4S,276886354,KIA,SPORTAGE,2025
5YJ3E1EA6J,273150216,TESLA,MODEL 3,2018
5YJXCDE28H,261035071,TESLA,MODEL X,2017
YV4H60CF9R,267442346,VOLVO,XC90,2024
LREKK5RX9J,122101493,CADILLAC,CT6,2018
1G1RB6E47D,168820760,CHEVROLET,VOLT,2013
1G1FX6S08H,227175168,CHEVROLET,BOLT EV,2017
1G1RA6E42C,260126464,CHEVROLET,VOLT,2012
5UX43EU01R,261038333,BMW,X5,2024
1FMCU0E1XR,264659769,FORD,ESCAPE,2024
1G1RA6E40D,136150430,CHEVROLET,VOLT,2013
5UX43EU09R,273811583,BMW,X5,2024
KL8CL6S09F,106112590,CHEVROLET,SPARK,2015
5YJ3E1EB1J,474610552,TESLA,MODEL 3,2018
5UXTA6C06N,278504194,BMW,X5,2022
5YJ3E1EA3J,315354399,TESLA,MODEL 3,2018
5YJXCBE24G,197029591,TESLA,MODEL X,2016
5YJYGDEE9L,120610934,TESLA,MODEL Y,2020
5YJ3E1EA2L,136731857,TESLA,MODEL 3,2020
KL8CL6S05G,238005232,CHEVROLET,SPARK,2016
5YJSA1E22L,6123659,TESLA,MODEL S,2020
WVWPP7AU6F,475142517,VOLKSWAGEN,E-GOLF,2015
5YJ3E1EC9L,1933634,TESLA,MODEL 3,2020
5YJSA1E23F,474907786,TESLA,MODEL S,2015
5YJ3E1EB2J,474643718,TESLA,MODEL 3,2018
5YJ3E1EA7L,267925458,TESLA,MODEL 3,2020
1N4AZ0CP6F,214213814,NISSAN,LEAF,2015
5YJSA1E28J,218867855,TESLA,MODEL S,2018
5YJ3E1EB7J,304428344,TESLA,MODEL 3,2018
JHMZC5F15J,327647722,HONDA,CLARITY,2018
YV4H60CZ5N,207188215,VOLVO,XC90,2022
1G1RA6S58J,223555433,CHEVROLET,VOLT,2018
JTMAB3FV0M,144960595,TOYOTA,RAV4 PRIME (PHEV),2021
5YJSA1E21L,109166599,TESLA,MODEL S,2020
5YJ3E1EB9L,4804726,TESLA,MODEL 3,2020
ZACPDFDW2R,260619495,DODGE,HORNET,2024
1N4AZ1CP9J,187218006,NISSAN,LEAF,2018
JTMEB3FV1S,279034514,TOYOTA,RAV4 PRIME (PHEV),2025
KM8K53AG6L,251433479,HYUNDAI,KONA,2020
1FADP3R43G,122651140,FORD,FOCUS,2016
1G1RC6S51H,3602350,CHEVROLET,VOLT,2017
1G1FW6S03J,185633402,CHEVROLET,BOLT EV,2018
WBY1Z4C53E,175879098,BMW,I3,2014
5YJSA1E46G,235258383,TESLA,MODEL S,2016
WVWKP7AU0G,262115563,VOLKSWAGEN,E-GOLF,2016
5YJ3E1EB3J,216983483,TESLA,MODEL 3,2018
JN1AZ0CP1B,206821058,NISSAN,LEAF,2011
1G1FZ6S02K,477228524,CHEVROLET,BOLT EV,2019
5UX43EU06S,278887913,BMW,X5,2025
1G1FX6S0XH,186208886,CHEVROLET,BOLT EV,2017
1N4BZ1CPXK,126126899,NISSAN,LEAF,2019
5YJ3E1EB8L,128450843,TESLA,MODEL 3,2020
WBY1Z4C56G,119114075,BMW,I3,2016
5YJ3E1EB9J,128629588,TESLA,MODEL 3,2018
1N4BZ1CP1K,289576101,NISSAN,LEAF,2019
WA1AAAGE1M,260921839,AUDI,E-TRON,2021
1G1FW6S06H,128505051,CHEVROLET,BOLT EV,2017
5YJSA1S10E,249595524,TESLA,MODEL S,2014
5YJ3E1EB4J,474450203,TESLA,MODEL 3,2018
1FMCU0EZXN,198265749,FORD,ESCAPE,2022
2C4RC1S7XN,276715806,CHRYSLER,PACIFICA,2022
5YJXCDE23J,272691849,TESLA,MODEL X,2018
5YJSA1E22H,348157561,TESLA,MODEL S,2017
5YJSA1CN2D,149014610,TESLA,MODEL S,2013
5YJ3E1EA2H,165954120,TESLA,MODEL 3,2017
5YJ3E1EAXK,215081478,TESLA,MODEL 3,2019
1G1RD6E42D,264043111,CHEVROLET,VOLT,2013
2C4RC1S74P,269531783,CHRYSLER,PACIFICA,2023
1G1RB6E47E,178392364,CHEVROLET,VOLT,2014
5UXTA6C05M,168642183,BMW,X5,2021
5YJYGDEE8L,131997365,TESLA,MODEL Y,2020
1G1FZ6S09L,272279668,CHEVROLET,BOLT EV,2020
1G1FY6S08K,476279751,CHEVROLET,BOLT EV,2019
1G1FX6S09H,182444825,CHEVROLET,BOLT EV,2017
1G1FY6S01K,476000059,CHEVROLET,BOLT EV,2019
WVWPP7AU3G,186149022,VOLKSWAGEN,E-GOLF,2016
JTMEB3FV9R,261741679,TOYOTA,RAV4 PRIME (PHEV),2024
YV4H60CL4N,272405577,VOLVO,XC90,2022
JN1AZ0CP3C,164388689,NISSAN,LEAF,2012
5YJ3E1EA2L,2001058,TESLA,MODEL 3,2020
5YJ3E1EA0H,145824374,TESLA,MODEL 3,2017
5YJSA1H15E,234057638,TESLA,MODEL S,2014
1G1FZ6S0XL,257529716,CHEVROLET,BOLT EV,2020
KNDPYDAH7P,256386070,KIA,SPORTAGE,2023
JHMZC5F36J,204182296,HONDA,CLARITY,2018
5YJ3E1EA9K,257619302,TESLA,MODEL 3,2019
1G1FZ6S08L,114345465,CHEVROLET,BOLT EV,2020
1G1RD6E47D,195536484,CHEVROLET,VOLT,2013
WBY1Z8C52H,100649727,BMW,I3,2017
JTJCJMGA7R,265294508,LEXUS,RX,2024
5UXTA6C0XP,272116708,BMW,X5,2023
5UXTA6C0XN,179715637,BMW,X5,2022
JTDACACU1R,274027197,TOYOTA,PRIUS PRIME (PHEV),2024
5YJ3E1EAXJ,279369268,TESLA,MODEL 3,2018
5YJ3E1EC5L,113139841,TESLA,MODEL 3,2020
1G1FX6S05H,330433414,CHEVROLET,BOLT EV,2017
JTMEB3FV1S,275036919,TOYOTA,RAV4 PRIME (PHEV),2025
5YJ3E1EA6J,301410273,TESLA,MODEL 3,2018
1N4AZ0CP0F,141561871,NISSAN,LEAF,2015
JTMAB3FV3M,273556706,TOYOTA,RAV4 PRIME (PHEV),2021
2C4RC1S72M,170677314,CHRYSLER,PACIFICA,2021
KNDCE3LG9K,100506759,KIA,NIRO,2019
1N4AZ0CP1G,116978410,NISSAN,LEAF,2016
JTMCB3FV7R,270731296,TOYOTA,RAV4 PRIME (PHEV),2024
5YJYGDEE5L,128545462,TESLA,MODEL Y,2020
5YJ3E1EA4J,253876619,TESLA,MODEL 3,2018
5YJXCBE28H,173045421,TESLA,MODEL X,2017
5YJ3E1EA4L,250978563,TESLA,MODEL 3,2020
1N4BZ0CP8G,181195913,NISSAN,LEAF,2016
JTMFB3FV5M,168401894,TOYOTA,RAV4 PRIME (PHEV),2021
1N4BZ0CP5G,165294559,NISSAN,LEAF,2016
1N4AZ1CP9J,239490849,NISSAN,LEAF,2018
5YJ3E1EA1J,227854469,TESLA,MODEL 3,2018
JTMEB3FV3S,280950197,TOYOTA,RAV4 PRIME (PHEV),2025
5YJ3E1EB6L,126016075,TESLA,MODEL 3,2020
1G1RE6E44D,153567739,CHEVROLET,VOLT,2013
1G1RB6E40D,176172517,CHEVROLET,VOLT,2013
1N4AZ0CP7F,133438798,NISSAN,LEAF,2015
1G1RC6S56H,196224192,CHEVROLET,VOLT,2017
5UXTA6C04N,207787261,BMW,X5,2022
5YJYGDEE5L,112640062,TESLA,MODEL Y,2020
5YJ3E1EA3K,252366250,TESLA,MODEL 3,2019
ZACPDFDW7R,266678681,DODGE,HORNET,2024
JTMEB3FV2N,195352447,TOYOTA,RAV4 PRIME (PHEV),2022
5YJ3E1EB8J,282904247,TESLA,MODEL 3,2018
WVWKP7AU6G,272407810,VOLKSWAGEN,E-GOLF,2016
1N4AZ1CP0K,314736376,NISSAN,LEAF,2019
1G1RA6S51J,474563960,CHEVROLET,VOLT,2018
JTDACACU4R,271665635,TOYOTA,PRIUS PRIME (PHEV),2024
1FMCU0E11S,277108492,FORD,ESCAPE,2025
1N4BZ0CP1H,103856665,NISSAN,LEAF,2017
1G1RE6E49D,208156427,CHEVROLET,VOLT,2013
JTDACACU0S,281201399,TOYOTA,PRIUS PRIME (PHEV),2025
WVWKP7AU1F,251487659,VOLKSWAGEN,E-GOLF,2015
5YJ3E1EBXL,6377451,TESLA,MODEL 3,2020
1N4AZ0CP7G,164039851,NISSAN,LEAF,2016
KNDPYDDH9R,271901164,KIA,SPORTAGE,2024
JTMAB3FV1R,269627480,TOYOTA,RAV4 PRIME (PHEV),2024
5UXTA6C09P,225886265,BMW,X5,2023
JTMEB3FV0R,259906629,TOYOTA,RAV4 PRIME (PHEV),2024
5YJYGDEF1L,103541357,TESLA,MODEL Y,2020
5UXTA6C01M,135287827,BMW,X5,2021
KMHC75LJ0L,270726046,HYUNDAI,IONIQ,2020
KNDPZDDH2R,266829069,KIA,SPORTAGE,2024
WBY1Z8C32H,264959145,BMW,I3,2017
YV4H60CE4R,258145065,VOLVO,XC90,2024
5UX43EU06R,253451922,BMW,X5,2024
5YJ3E1EB5J,475109043,TESLA,MODEL 3,2018
1G1RD6S58H,171292663,CHEVROLET,VOLT,2017
WMWXP3C04M,145653910,MINI,HARDTOP,2021
1G1FY6S04K,212031788,CHEVROLET,BOLT EV,2019
1G1FY6S05K,224416510,CHEVROLET,BOLT EV,2019
5YJSA1H21F,122311045,TESLA,MODEL S,2015
JTDACACU7R,261272336,TOYOTA,PRIUS PRIME (PHEV),2024
5YJSA1E24H,348759582,TESLA,MODEL S,2017
1G1RA6E45E,258853997,CHEVROLET,VOLT,2014
WA1VAAGEXK,2784204,AUDI,E-TRON,2019
5UX43EU0XS,280090415,BMW,X5,2025
1G1FW6S07J,161981011,CHEVROLET,BOLT EV,2018
5YJ3E1EA2J,108208285,TESLA,MODEL 3,2018
5YJ3E1EAXK,292016763,TESLA,MODEL 3,2019
5YJXCBE21K,294615051,TESLA,MODEL X,2019
5YJYGDEE5L,259914357,TESLA,MODEL Y,2020
1N4AZ0CP3D,135221845,NISSAN,LEAF,2013
5YJSA1E24L,244605805,TESLA,MODEL S,2020
SADHD2S13K,261998873,JAGUAR,I-PACE,2019
5YJ3E1ECXL,3486507,TESLA,MODEL 3,2020
5YJ3E1EB8J,474694944,TESLA,MODEL 3,2018
JTMAB3FV2R,262580804,TOYOTA,RAV4 PRIME (PHEV),2024
1N4AZ0CP0D,242358882,NISSAN,LEAF,2013
1N4AZ1CP6J,214044547,NISSAN,LEAF,2018
5YJ3E1EA1J,230917508,TESLA,MODEL 3,2018
5UXTA6C0XP,219783196,BMW,X5,2023
JTMAB3FVXR,267400591,TOYOTA,RAV4 PRIME (PHEV),2024
YV4H60DL7R,269343252,VOLVO,XC60,2024
1G1FX6S04J,165618512,CHEVROLET,BOLT EV,2018
5UXTA6C01M,166523535,BMW,X5,2021
5UX43EU04S,274974059,BMW,X5,2025
5YJ3E1EB1K,328953054,TESLA,MODEL 3,2019
5YJ3E1EB0K,195752357,TESLA,MODEL 3,2019
1G1RB6S56J,284059499,CHEVROLET,VOLT,2018
5YJ3E1EB4J,475516653,TESLA,MODEL 3,2018
5YJYGDEE5L,122459151,TESLA,MODEL Y,2020
JTMEB3FV4R,257740283,TOYOTA,RAV4 PRIME (PHEV),2024
1G1FW6S04H,274055134,CHEVROLET,BOLT EV,2017
5YJ3E1EB4L,4778126,TESLA,MODEL 3,2020
WVWKP7AU2G,115377727,VOLKSWAGEN,E-GOLF,2016
KNDPZDDH0S,278100511,KIA,SPORTAGE,2025
5YJ3E1EB1J,474794302,TESLA,MODEL 3,2018
JTMEB3FV9R,261268829,TOYOTA,RAV4 PRIME (PHEV),2024
5YJ3E1EB5J,475741521,TESLA,MODEL 3,2018
2C4RC1S71R,266018665,CHRYSLER,PACIFICA,2024
JN1AZ0CP8B,156224918,NISSAN,LEAF,2011
JHMZC5F16J,259447849,HONDA,CLARITY,2018
3C3CFFGE6J,195090920,FIAT,500,2018
5YJ3E1EB9J,147549237,TESLA,MODEL 3,2018
JTDACACU6R,272747975,TOYOTA,PRIUS PRIME (PHEV),2024
KNDCR3LF5P,258750306,KIA,NIRO,2023
7JRH60FM6R,260421199,VOLVO,S60,2024
WBY1Z4C55E,249085434,BMW,I3,2014
YV4H60PB9S,281337906,VOLVO,XC90,2025
5UXTA6C07P,233795026,BMW,X5,2023
5YJ3E1EA3L,1846624,TESLA,MODEL 3,2020
1G1FX6S03H,176435388,CHEVROLET,BOLT EV,2017
1G1FZ6S03K,253308604,CHEVROLET,BOLT EV,2019
5YJ3E1EC0L,3554603,TESLA,MODEL 3,2020
1G1RF6E45E,262477848,CHEVROLET,VOLT,2014
5YJXCAE28H,106302801,TESLA,MODEL X,2017
5YJYGDEE8L,228297016,TESLA,MODEL Y,2020
1N4BZ0CP2G,210572113,NISSAN,LEAF,2016
1N4AZ0CP9F,208770208,NISSAN,LEAF,2015
2C4RC1L73M,172661513,CHRYSLER,PACIFICA,2021
5YJSA1S25F,239479887,TESLA,MODEL S,2015
1N4BZ0CP8G,240885991,NISSAN,LEAF,2016
5YJSA1E41J,258144519,TESLA,MODEL S,2018
1G1FX6S04J,340224657,CHEVROLET,BOLT EV,2018
1N4BZ1CP7L,240547506,NISSAN,LEAF,2020
5YJ3E1EBXL,251047128,TESLA,MODEL 3,2020
5YJ3E1EB3K,117976715,TESLA,MODEL 3,2019
5YJ3E1EA9L,4770146,TESLA,MODEL 3,2020
KNDPZDDH5R,268188294,KIA,SPORTAGE,2024
WBY1Z6C31H,283745941,BMW,I3,2017
5YJYGDEF8L,150422303,TESLA,MODEL Y,2020
5UX43EU01S,276865970,BMW,X5,2025
5YJ3E1EA7K,251417099,TESLA,MODEL 3,2019
1G1FX6S00J,278080127,CHEVROLET,BOLT EV,2018
YV4H60DM1R,261119309,VOLVO,XC60,2024
5UX43EU05S,280700486,BMW,X5,2025
KM8K33AG4K,301531401,HYUNDAI,KONA,2019
1N4BZ0CP9G,146646979,NISSAN,LEAF,2016
5YJ3E1EA6J,213393190,TESLA,MODEL 3,2018
JTDACACU7S,279173352,TOYOTA,PRIUS PRIME (PHEV),2025
JTMFB3FV6R,276106540,TOYOTA,RAV4 PRIME (PHEV),2024
5YJ3E1EA9J,195433073,TESLA,MODEL 3,2018
2C4RC1L76N,273429019,CHRYSLER,PACIFICA,2022
5YJ3E1EB6K,120515020,TESLA,MODEL 3,2019
WP1AC2XA3R,273362876,PORSCHE,MACAN,2024
WVWPP7AU6F,279989671,VOLKSWAGEN,E-GOLF,2015
1G1RC6S53J,185416640,CHEVROLET,VOLT,2018
5YJYGDEE6L,259092746,TESLA,MODEL Y,2020
JTMEB3FV3M,268861463,TOYOTA,RAV4 PRIME (PHEV),2021
5YJ3E1EA2J,223437945,TESLA,MODEL 3,2018
5YJ3E1EB1J,310830271,TESLA,MODEL 3,2018
JTMEB3FV5M,193120329,TOYOTA,RAV4 PRIME (PHEV),2021
5YJ3E1EB8L,3638526,TESLA,MODEL 3,2020
KNDPZDAH4P,259458013,KIA,SPORTAGE,2023
JA4T5VA91R,270895320,MITSUBISHI,OUTLANDER,2024
2C4RC1N74M,192282639,CHRYSLER,PACIFICA,2021
5YJ3E1EB1K,274201763,TESLA,MODEL 3,2019
1G1RC6S53H,148966667,CHEVROLET,VOLT,2017
5YJXCDE23J,475603474,TESLA,MODEL X,2018
2C4RC1L75M,182227573,CHRYSLER,PACIFICA,2021
5UXTA6C08P,227507374,BMW,X5,2023
YV4H60DX8P,277797257,VOLVO,XC60,2023
5YJ3E1EB0J,474127482,TESLA,MODEL 3,2018
2C4RC1S73N,225872643,CHRYSLER,PACIFICA,2022
JTMAB3FV3P,254846028,TOYOTA,RAV4 PRIME (PHEV),2023
JA4T5UA95P,245782722,MITSUBISHI,OUTLANDER,2023
1N4AZ0CP5D,203695327,NISSAN,LEAF,2013
1N4AZ1CP1J,475318406,NISSAN,LEAF,2018
KNDJP3AE0G,168861703,KIA,SOUL,2016
5YJ3E1EB2K,252765075,TESLA,MODEL 3,2019
5YJSA1E26J,195912860,TESLA,MODEL S,2018
5YJXCBE21G,211805051,TESLA,MODEL X,2016
5YJ3E1EA2K,195214911,TESLA,MODEL 3,2019
ZASPATDW7R,251295033,ALFA ROMEO,TONALE,2024
KM8S7DA25P,280744467,HYUNDAI,SANTA FE,2023
5YJXCAE28L,2406589,TESLA,MODEL X,2020
JTMFB3FV2R,263299508,TOYOTA,RAV4 PRIME (PHEV),2024
KNDPYDDHXS,278666146,KIA,SPORTAGE,2025
5YJ3E1EB6J,276783433,TESLA,MODEL 3,2018
1N4BZ0CP5H,196443586,NISSAN,LEAF,2017
5YJ3E1EBXK,476662245,TESLA,MODEL 3,2019
KNDRMDJH1S,269979643,KIA,SORENTO,2025
5YJ3E1EC5L,251392963,TESLA,MODEL 3,2020
1N4BZ0CPXH,252674376,NISSAN,LEAF,2017
1N4BZ1CP3K,134965554,NISSAN,LEAF,2019
WVWPR7AU1K,131423547,VOLKSWAGEN,E-GOLF,2019
5YJSA1E45L,4987846,TESLA,MODEL S,2020
1N4AZ0CP5F,103730630,NISSAN,LEAF,2015
KNDPZDDH3S,283012761,KIA,SPORTAGE,2025
1FMCU0E18P,260579875,FORD,ESCAPE,2023
WVWKP7AU9G,271677507,VOLKSWAGEN,E-GOLF,2016
1N4BZ1CP8K,111723769,NISSAN,LEAF,2019
5YJYGDEE3L,127129047,TESLA,MODEL Y,2020
2C4RC1N74J,205869912,CHRYSLER,PACIFICA,2018
1N4AZ0CP3F,350027891,NISSAN,LEAF,2015
5YJ3E1EB3K,477974101,TESLA,MODEL 3,2019
1N4BZ0CP5H,270878562,NISSAN,LEAF,2017
1N4AZ0CP3D,183086179,NISSAN,LEAF,2013
KNDRMDLHXN,199165179,KIA,SORENTO,2022
5YJ3E1EC1L,106138959,TESLA,MODEL 3,2020
5YJ3E1EB8K,116971634,TESLA,MODEL 3,2019
1G1FW6S07H,180534987,CHEVROLET,BOLT EV,2017
5YJXCDE20G,348417408,TESLA,MODEL X,2016
5YJ3E1EBXK,141317732,TESLA,MODEL 3,2019
5YJXCBE2XJ,234906640,TESLA,MODEL X,2018
5YJSA1E40G,157672224,TESLA,MODEL S,2016
KNDPZDDH8R,267485466,KIA,SPORTAGE,2024
5YJ3E1EBXJ,290408142,TESLA,MODEL 3,2018
KNDPYDDH0R,268738655,KIA,SPORTAGE,2024
4JGFB4GB6R,267140884,MERCEDES-BENZ,GLE-CLASS,2024
JTMEB3FV7N,230261545,TOYOTA,RAV4 PRIME (PHEV),2022
1G1RB6E41F,272536064,CHEVROLET,VOLT,2015
WP1AE2AY0R,267269831,PORSCHE,CAYENNE,2024
JTMFB3FV3R,275191227,TOYOTA,RAV4 PRIME (PHEV),2024
1G1RA6S51H,108610309,CHEVROLET,VOLT,2017
3C3CFFGEXD,106174820,FIAT,500,2013
5YJ3E1EB3J,244710819,TESLA,MODEL 3,2018
5YJ3E1EB3K,214757196,TESLA,MODEL 3,2019
5YJ3E1EB4L,228889230,TESLA,MODEL 3,2020
5YJSA1E27J,167403680,TESLA,MODEL S,2018
5UX43EU03R,253352984,BMW,X5,2024
5YJ3E1EB1K,276609077,TESLA,MODEL 3,2019
5YJ3E1EA5K,237983567,TESLA,MODEL 3,2019
1G1RB6E48D,122799638,CHEVROLET,VOLT,2013
JTMAB3FVXR,275097140,TOYOTA,RAV4 PRIME (PHEV),2024
5YJXCBE44G,177679918,TESLA,MODEL X,2016
5YJSA1DN7D,234232582,TESLA,MODEL S,2013
5YJSA1S18E,217313799,TESLA,MODEL S,2014
5YJXCBE27J,10029568,TESLA,MODEL X,2018
5YJXCAE2XL,124156140,TESLA,MODEL X,2020
5YJ3E1EA6J,287718154,TESLA,MODEL 3,2018
5YJ3E1EAXL,282297662,TESLA,MODEL 3,2020
KNDJX3AE0G,3376096,KIA,SOUL,2016
5YJYGDEEXL,128638058,TESLA,MODEL Y,2020
1G1FX6S00H,348485483,CHEVROLET,BOLT EV,2017
KM8JFDD26R,265583258,HYUNDAI,TUCSON,2024
1G1RF6E42D,115028119,CHEVROLET,VOLT,2013
WBY1Z2C52F,195206693,BMW,I3,2015
LVYH60AF1R,267287086,VOLVO,S90,2024
JTDACACU8R,261514270,TOYOTA,PRIUS PRIME (PHEV),2024
1G1RD6S57H,176596836,CHEVROLET,VOLT,2017
JTMAB3FV3N,224663771,TOYOTA,RAV4 PRIME (PHEV),2022
JTMAB3FVXR,267597550,TOYOTA,RAV4 PRIME (PHEV),2024
JTMFB3FV2S,278283533,TOYOTA,RAV4 PRIME (PHEV),2025
1G1RD6E46E,140929456,CHEVROLET,VOLT,2014
JHMZC5F3XJ,193074367,HONDA,CLARITY,2018
5YJSA1CG9D,195436111,TESLA,MODEL S,2013
1N4BZ0CP4G,101054103,NISSAN,LEAF,2016
5YJYGDEEXL,110103073,TESLA,MODEL Y,2020
5YJSA1E11H,118324237,TESLA,MODEL S,2017
5YJ3E1EB7L,4790243,TESLA,MODEL 3,2020
JTMAB3FV2R,268342798,TOYOTA,RAV4 PRIME (PHEV),2024
1G1FZ6S04K,200732990,CHEVROLET,BOLT EV,2019
1G1FZ6S01K,4639764,CHEVROLET,BOLT EV,2019
1G1FY6S07K,476014878,CHEVROLET,BOLT EV,2019
1G1RA6S50H,172208809,CHEVROLET,VOLT,2017
JTJHKCFZXS,271377669,LEXUS,NX,2025
1G1RD6S55H,148190990,CHEVROLET,VOLT,2017
1G1FX6S0XJ,269813771,CHEVROLET,BOLT EV,2018
1G1FX6S06J,251112991,CHEVROLET,BOLT EV,2018
YV4H60JF9S,275982220,VOLVO,XC90,2025
5YJXCBE2XK,253782329,TESLA,MODEL X,2019
